run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache,use_gate,use_fixer_context
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,0,has_close_elements,1,1,0.6,0.6,0.0,3.904,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,1,separate_paren_groups,0,0,0.6,0.6,0.0,3.441,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,2,truncate_number,1,1,0.7,0.7,0.0,11.065,1,0,1,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,3,below_zero,1,1,0.0,0.0,0.0,1.95,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,4,mean_absolute_deviation,1,1,0.8,0.8,0.0,14.799,1,0,1,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,5,intersperse,1,1,0.6,0.6,0.0,3.379,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,6,parse_nested_parens,1,1,0.6,0.6,0.0,3.268,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,7,filter_by_substring,1,1,0.0,0.0,0.0,1.817,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,8,sum_product,1,1,0.0,0.0,0.0,2.047,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,9,rolling_max,1,1,0.0,0.0,0.0,2.047,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,10,make_palindrome,1,1,0.7,0.7,0.0,13.033,1,0,1,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,11,string_xor,1,1,0.0,0.0,0.0,1.931,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,12,longest,1,1,0.6,0.6,0.0,3.427,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,13,greatest_common_divisor,1,1,0.0,0.0,0.0,1.928,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,14,all_prefixes,1,1,0.6,0.6,0.0,4.71,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,15,string_sequence,1,1,0.6,0.6,0.0,3.771,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,16,count_distinct_characters,1,1,0.0,0.0,0.0,1.823,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,17,parse_music,1,1,0.6,0.6,0.0,2.956,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,18,how_many_times,1,1,0.6,0.6,0.0,2.762,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,19,sort_numbers,1,1,0.7,0.7,0.0,17.1,1,0,1,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,20,find_closest_elements,1,1,0.6,0.6,0.0,3.063,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,21,rescale_to_unit,1,1,0.2,0.2,0.0,1.933,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,22,filter_integers,1,1,0.0,0.0,0.0,1.816,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,23,strlen,1,1,0.0,0.0,0.0,1.813,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,24,largest_divisor,1,1,0.6,0.6,0.0,4.641,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,25,factorize,1,1,0.7,0.7,0.0,18.43,1,0,1,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,26,remove_duplicates,0,0,0.0,0.0,0.0,1.93,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,27,flip_case,1,1,0.0,0.0,0.0,1.932,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,28,concatenate,1,1,0.0,0.0,0.0,1.812,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,29,filter_by_prefix,1,1,0.0,0.0,0.0,1.818,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,30,get_positive,1,1,0.0,0.0,0.0,1.822,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,31,is_prime,1,1,0.0,0.0,0.0,1.942,0,0,0,1,1,1
20260525_021331,deepseek_p9_t1_tau60,with_monitoring,0.3,0.6,32,find_zero,0,0,0.7,0.7,0.0,21.874,1,0,1,1,1,1
