run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache,use_gate,use_fixer_context
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,0,has_close_elements,1,1,0.9,0.6,0.3,14.14,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,1,separate_paren_groups,0,0,0.9,0.6,0.3,6.826,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,2,truncate_number,1,1,0.8,0.8,0.0,9.88,1,0,1,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,3,below_zero,1,1,0.9,0.0,0.9,7.324,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,4,mean_absolute_deviation,1,1,0.9,0.0,0.9,3.539,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,5,intersperse,1,1,0.9,0.6,0.3,7.715,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,6,parse_nested_parens,0,0,0.9,0.6,0.3,6.604,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,7,filter_by_substring,1,1,0.9,0.0,0.9,4.37,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,8,sum_product,1,1,0.0,0.0,0.0,2.004,0,0,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,9,rolling_max,1,1,0.7,0.7,0.0,12.46,1,0,1,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,10,make_palindrome,0,0,0.9,0.6,0.3,8.39,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,11,string_xor,1,1,0.9,0.7,0.2,11.899,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,12,longest,1,1,0.7,0.0,0.7,6.696,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,13,greatest_common_divisor,1,1,0.9,0.0,0.9,4.048,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,14,all_prefixes,0,0,0.9,0.7,0.2,4.77,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,15,string_sequence,0,0,0.9,0.7,0.2,7.191,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,16,count_distinct_characters,1,1,0.0,0.0,0.0,1.822,0,0,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,17,parse_music,0,0,0.7,0.7,0.0,15.668,1,0,1,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,18,how_many_times,0,0,0.9,0.9,0.0,3.855,1,0,1,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,19,sort_numbers,0,0,0.7,0.0,0.7,9.143,1,1,0,1,1,1
20260524_233907,p8_ablate_fixer_3b,with_monitoring,0.0,0.6,20,find_closest_elements,0,0,0.8,0.8,0.0,10.399,1,0,1,1,1,1
