run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,0,has_close_elements,1,1,,0.6,0.0,12.007,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,1,separate_paren_groups,1,1,,0.0,0.0,6.079,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,2,truncate_number,1,1,,0.6,0.0,3.528,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,3,below_zero,1,1,,0.0,0.0,3.779,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,4,mean_absolute_deviation,1,1,,0.0,0.0,7.852,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,5,intersperse,1,1,,0.6,0.0,4.802,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,6,parse_nested_parens,1,1,,0.9,0.0,6.689,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,7,filter_by_substring,1,1,,0.0,0.0,3.1,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,8,sum_product,1,1,,0.0,0.0,4.613,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,9,rolling_max,1,1,,0.0,0.0,4.237,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,10,make_palindrome,0,0,,0.7,0.0,6.329,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,11,string_xor,1,1,,0.0,0.0,6.362,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,12,longest,1,1,,0.6,0.0,3.776,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,13,greatest_common_divisor,1,1,,0.0,0.0,3.28,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,14,all_prefixes,1,1,,0.6,0.0,4.586,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,15,string_sequence,1,1,,0.7,0.0,4.251,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,16,count_distinct_characters,1,1,,0.0,0.0,2.499,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,17,parse_music,1,1,,0.2,0.0,10.771,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,18,how_many_times,1,1,,0.6,0.0,4.547,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,19,sort_numbers,1,1,,0.9,0.0,6.82,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,20,find_closest_elements,1,1,,0.6,0.0,7.159,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,21,rescale_to_unit,1,1,,0.0,0.0,4.125,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,22,filter_integers,1,1,,0.0,0.0,3.063,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,23,strlen,1,1,,0.0,0.0,2.244,0,0,0,0
20260511_192059,qwen_p7_t2_tau60,baseline,0.3,0.6,24,largest_divisor,1,1,,0.6,0.0,4.53,0,0,0,0
