run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache,use_gate,use_fixer_context
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,0,has_close_elements,1,1,,0.6,0.0,4.093,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,1,separate_paren_groups,1,1,,0.0,0.0,1.657,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,2,truncate_number,1,1,,0.6,0.0,2.385,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,3,below_zero,1,1,,0.9,0.0,1.863,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,4,mean_absolute_deviation,1,1,,0.6,0.0,2.078,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,5,intersperse,1,1,,0.6,0.0,2.173,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,6,parse_nested_parens,1,1,,0.6,0.0,2.254,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,7,filter_by_substring,1,1,,0.9,0.0,2.522,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,8,sum_product,1,1,,0.0,0.0,1.565,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,9,rolling_max,1,1,,0.9,0.0,2.213,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,10,make_palindrome,0,0,,0.7,0.0,3.203,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,11,string_xor,1,1,,0.7,0.0,3.523,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,12,longest,1,1,,0.7,0.0,2.281,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,13,greatest_common_divisor,1,1,,0.0,0.0,1.41,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,14,all_prefixes,1,1,,0.9,0.0,2.915,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,15,string_sequence,1,1,,0.6,0.0,2.052,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,16,count_distinct_characters,1,1,,0.0,0.0,1.294,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,17,parse_music,1,1,,0.6,0.0,2.138,0,0,0,1,1,1
20260525_010340,llama31_p9_t1_tau70,baseline,0.3,0.7,18,how_many_times,1,1,,0.6,0.0,1.793,0,0,0,1,1,1
