run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache,use_gate,use_fixer_context
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,0,has_close_elements,1,1,,0.6,0.0,4.082,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,1,separate_paren_groups,1,1,,0.0,0.0,1.647,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,2,truncate_number,1,1,,0.6,0.0,2.38,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,3,below_zero,1,1,,0.9,0.0,1.863,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,4,mean_absolute_deviation,1,1,,0.6,0.0,2.059,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,5,intersperse,1,1,,0.6,0.0,2.166,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,6,parse_nested_parens,1,1,,0.6,0.0,2.247,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,7,filter_by_substring,1,1,,0.9,0.0,2.502,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,8,sum_product,1,1,,0.0,0.0,1.528,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,9,rolling_max,1,1,,0.9,0.0,2.205,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,10,make_palindrome,0,0,,0.7,0.0,3.197,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,11,string_xor,1,1,,0.7,0.0,3.524,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,12,longest,1,1,,0.7,0.0,2.284,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,13,greatest_common_divisor,1,1,,0.0,0.0,1.413,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,14,all_prefixes,1,1,,0.9,0.0,2.914,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,15,string_sequence,1,1,,0.6,0.0,2.057,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,16,count_distinct_characters,1,1,,0.0,0.0,1.328,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,17,parse_music,1,1,,0.6,0.0,2.142,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,18,how_many_times,1,1,,0.6,0.0,1.798,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,19,sort_numbers,1,1,,0.7,0.0,3.973,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,20,find_closest_elements,1,1,,0.7,0.0,2.204,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,21,rescale_to_unit,1,1,,0.0,0.0,1.53,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,22,filter_integers,1,1,,0.7,0.0,3.089,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,23,strlen,1,1,,0.0,0.0,1.293,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,24,largest_divisor,1,1,,0.6,0.0,2.307,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,25,factorize,1,1,,0.7,0.0,2.519,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,26,remove_duplicates,0,0,,0.0,0.0,1.417,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,27,flip_case,1,1,,0.0,0.0,1.296,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,28,concatenate,1,1,,0.7,0.0,2.005,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,29,filter_by_prefix,1,1,,0.9,0.0,2.383,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,30,get_positive,1,1,,0.0,0.0,1.295,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,31,is_prime,1,1,,0.0,0.0,1.409,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,32,find_zero,0,0,,0.7,0.0,2.882,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,33,sort_third,0,0,,0.7,0.0,3.623,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,34,unique,1,1,,0.6,0.0,1.817,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,35,max_element,1,1,,0.0,0.0,1.289,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,36,fizz_buzz,1,1,,0.9,0.0,3.096,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,37,sort_even,1,1,,0.7,0.0,3.659,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,38,decode_cyclic,1,1,,0.0,0.0,1.995,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,39,prime_fib,1,1,,0.0,0.0,1.653,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,40,triples_sum_to_zero,1,1,,0.7,0.0,3.237,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,41,car_race_collision,0,0,,0.7,0.0,2.805,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,42,incr_list,1,1,,0.0,0.0,1.294,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,43,pairs_sum_to_zero,1,1,,0.0,0.0,1.407,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,44,change_base,1,1,,0.0,0.0,1.414,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,45,triangle_area,1,1,,0.0,0.0,1.294,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,46,fib4,0,0,,0.7,0.0,3.032,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,47,median,1,1,,0.7,0.0,2.947,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,48,is_palindrome,1,1,,0.2,0.0,1.293,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,49,modp,0,0,,0.9,0.0,1.746,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,50,decode_shift,1,1,,0.7,0.0,3.213,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,51,remove_vowels,1,1,,0.0,0.0,1.421,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,52,below_threshold,1,1,,0.0,0.0,1.295,0,0,0,1,1,1
20260525_014435,llama31_p9_t3_tau60,baseline,0.3,0.6,53,add,1,1,,0.0,0.0,1.293,0,0,0,1,1,1
