run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache,use_gate,use_fixer_context
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,0,has_close_elements,1,1,0.6,0.6,0.0,3.91,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,1,separate_paren_groups,0,0,0.6,0.6,0.0,3.425,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,2,truncate_number,1,1,0.7,0.7,0.0,11.041,1,0,1,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,3,below_zero,1,1,0.0,0.0,0.0,1.942,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,4,mean_absolute_deviation,1,1,0.8,0.8,0.0,14.771,1,0,1,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,5,intersperse,1,1,0.6,0.6,0.0,3.355,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,6,parse_nested_parens,1,1,0.6,0.6,0.0,3.261,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,7,filter_by_substring,1,1,0.0,0.0,0.0,1.814,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,8,sum_product,1,1,0.0,0.0,0.0,2.045,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,9,rolling_max,1,1,0.0,0.0,0.0,2.051,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,10,make_palindrome,1,1,0.7,0.7,0.0,13.024,1,0,1,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,11,string_xor,1,1,0.0,0.0,0.0,1.959,0,0,0,1,1,1
20260525_024145,deepseek_p9_t2_tau60,with_monitoring,0.3,0.6,12,longest,1,1,0.6,0.6,0.0,3.431,0,0,0,1,1,1
